STN Code,Name of Monitoring Location,Type Water Body,State Name,Min Temperature,Max Temperature,Min Dissolved Oxygen,Max Dissolved Oxygen,Min pH,Max pH,Min Conductivity,Max Conductivity,Min BOD,Max BOD,Min Nitrate N + Nitrite N,Max Nitrate N + Nitrite N
3085,"CHINNA WADDEPALLY TANK, 
WARANGAL",TANK,TELANGANA,25.0,30.0,3.7,4.8,7.5,8.7,870.0,1169.0,12.0,28.0,0.0,15.6
3086,"SAKI TANK, PATANCHERU, 
RANGA REDDY",TANK,TELANGANA,19.0,36.0,0.1,7.8,7.2,8.3,728.0,1491.0,4.0,12.0,10.0,38.0
1727,"LAXMI NARAYAN BARI PALACE 
COMPOUND, TRIPURA",LAKE,TRIPURA,25.0,27.0,7.2,8.6,7.4,8.5,103.0,195.0,1.0,2.5,0.52,1.24
1728,"RUDRASAGAR, SONUMURA, 
TRIPURA",LAKE,TRIPURA,25.0,27.0,6.9,7.9,6.7,8.1,123.0,235.0,1.1,2.6,0.29,0.85
3391,"DHAMBUR LAKE, DHALAI",LAKE,TRIPURA,25.0,27.0,6.8,8.1,7.1,7.8,72.0,128.0,0.5,2.0,0.45,1.77
3392,"SHIPAHIJALA POND, WEST 
TRIPURA",POND,TRIPURA,24.0,27.0,4.1,5.7,8.1,9.0,89.0,141.0,0.2,0.9,0.19,0.67
3393,"BRAMAKUNDA POND, WEST 
TRIPURA",POND,TRIPURA,25.0,27.0,5.1,6.8,7.6,8.6,94.0,179.0,0.4,1.5,0.3,1.13
3394,"KALYANSAGAR AT 
MATARBARI, SOUTH TRIPURA",POND,TRIPURA,24.5,27.0,7.7,9.0,8.4,9.5,94.0,173.0,0.6,3.0,0.31,1.12
3395,"MAHADEB DIGHI, SOUTH 
TRIPURA",POND,TRIPURA,24.5,27.0,7.1,8.2,8.1,9.0,92.0,169.0,0.5,2.1,0.11,0.37
3396,"JAGANNATH DIGHI, SOUTH 
TRIPURA",POND,TRIPURA,24.5,27.0,7.3,9.0,7.0,8.5,97.0,167.0,0.5,1.9,0.1,0.33
1364,"RAMGARH LAKE, U.P.",LAKE,UTTAR PRADESH,15.0,30.0,7.1,8.6,7.5,8.3,258.0,685.0,3.9,5.1,0.0,1.66
2499,"SAMARPUR JHEEL, RAEBARELI",LAKE,UTTAR PRADESH,20.0,32.0,5.0,6.3,8.1,8.2,352.0,618.0,4.5,4.9,0.09,1.12
2500,"MAAHIL POND, URAI TEHSIL, 
JALAUN",POND,UTTAR PRADESH,17.0,35.3,0.0,2.9,8.1,9.7,293.0,3370.0,70.0,92.0,0.0,0.0
2501,"LAXMI POND, JHANSI",POND,UTTAR PRADESH,16.0,34.0,0.0,2.1,7.1,8.0,877.0,1715.0,85.0,95.0,0.0,0.0
1765,"RABINDRASAROVAR 
NATIONAL LAKE, CALCUTTA, 
WEST BENGAL",LAKE,WEST BENGAL,23.0,34.0,5.0,14.7,5.8,9.3,240.0,578.0,2.4,13.2,0.43,0.69
2503,"HATISHALA GHAT ON 
DUDHPUKUR AT 
TARAKESHWAR",LAKE,WEST BENGAL,21.0,35.0,4.1,25.5,7.6,9.2,618.0,764.0,5.3,22.2,0.0,2.31
2504,"MAINH GHAT ON 
DUDHPUKUR AT 
TARAKESHWAR",LAKE,WEST BENGAL,21.0,35.0,3.9,17.0,7.5,8.9,629.0,794.0,4.0,18.0,0.0,2.75
2505,"HANUMAN GHAT ON 
DUDHPUKUR AT 
TARAKESHWAR",LAKE,WEST BENGAL,21.0,35.0,5.3,22.0,7.8,9.0,615.0,768.0,1.9,23.3,0.0,2.48
2519,"KOCHBIHAR LAKE (SAGAR 
DIGHI)",LAKE,WEST BENGAL,21.0,30.0,5.5,78.0,6.8,8.8,36.0,79.0,2.4,4.5,0.33,0.48
2520,MIRIKH LAKE,LAKE,WEST BENGAL,10.0,20.0,6.4,7.3,6.7,7.6,64.0,139.0,2.3,3.6,0.3,0.63
2521,WATER RESERVIOR AT DELO,LAKE,WEST BENGAL,10.0,24.0,7.1,8.6,7.0,8.0,15.0,44.0,0.8,2.5,0.31,0.6
2522,"SINCHAL LAKE FOR 
DARJEELING",LAKE,WEST BENGAL,4.0,13.0,7.6,8.8,6.1,7.8,10.0,34.0,0.5,2.4,0.37,0.53
2539,"BELBONI LAKE NEAR 
BARJORA",LAKE,WEST BENGAL,20.0,34.0,6.4,9.8,7.4,8.1,161.0,299.0,1.1,5.4,0.06,0.5
2544,SAHEBBANDH AT PURULIA,LAKE,WEST BENGAL,18.0,32.0,2.4,8.1,7.1,8.3,384.0,554.0,0.6,5.4,0.07,0.63
